id,user_name,work_load_per_day,team_work,work_category,work_speed,overall_quality_score
426,Ssagp44,"[0, 2, 4, 5]",37.23,Reviewing and Providing Feedback,52.04,13.13
427,Ajofq91,"[5, 2, 6, 6, 4]",47.64,Testing,48.37,24.92
428,Aoyan16,"[8, 10, 7, 9, 9, 10, 7, 10, 10, 9, 8, 10, 7]",81.15,Documentation,13.4,81.2
429,Mmgfc29,"[7, 5, 3, 8, 3, 5, 5, 5, 5, 4, 5, 7, 3, 5, 3]",46.2,Reviewing and Providing Feedback,44.3,31.63
430,Jbarp21,"[5, 3, 7, 5, 6, 6, 6, 6, 10, 4, 5]",61.5,Programming,39.58,48.03
431,Ajnqv56,"[3, 4, 1, 2, 0, 1, 1, 2, 4, 3, 3, 3, 4, 6, 1]",28.2,Programming,60.97,4.68
432,Vlppx12,"[3, 8, 7, 7, 10]",68.55,Task Assignment and Scheduling,24.13,58.4
433,Efzmb23,"[3, 4, 4, 7, 3, 6, 6]",42.12,Working with Spreadsheets and Data,52.69,22.55
434,Mgyhk63,"[9, 6, 5, 7, 7, 6, 8, 9, 10, 5, 8]",74.38,Finalizing and Submitting Work,21.54,66.76
435,Yxeuh58,"[7, 6, 6, 6, 7, 5, 4, 7, 6, 5, 5, 7, 7, 9, 8, 7, 6, 7, 6, 8]",67.65,Programming,26.59,56.02
436,Yrckz52,"[10, 8, 6, 10, 9]",82.28,Task Assignment and Scheduling,8.31,82.03
437,Sohth64,"[8, 6, 6, 6, 3, 3, 4, 3, 5, 8, 9, 2, 8]",58.42,Testing,36.21,42.53
438,Oklvr18,"[7, 7, 4, 7, 7, 7, 8, 7, 5]",67.51,Reviewing and Providing Feedback,30.27,55.69
439,Scsli33,"[2, 5, 3, 4, 0, 2, 3, 4, 0, 2, 0]",32.12,Task Assignment and Scheduling,57.9,1.71
440,Gkekf75,"[4, 3, 5, 4, 2, 4, 5, 3, 5, 4, 5]",41.77,Task Assignment and Scheduling,48.08,24.45
441,Pivhd77,"[7, 9, 7, 6, 7, 9, 8, 7, 7, 6]",75.47,Reviewing and Providing Feedback,21.51,67.55
442,Lmzif10,"[1, 7, 5, 4, 4, 5, 0, 1, 2, 4, 5, 2, 7, 2, 1, 5]",38.26,Translation,57.86,13.63
443,Dwafr44,"[7, 8, 10, 9, 10, 8, 10, 8, 10, 8, 9, 10]",84.3,Programming,16.63,83.1
444,Rnfhr16,"[7, 6, 7, 6, 6, 6, 5, 6, 8, 9, 8, 7, 6, 8, 10, 6]",64.17,Finalizing and Submitting Work,33.79,58.17
445,Qpmrv16,"[3, 8, 6, 6, 6, 5, 6, 5]",58.68,Testing,37.62,45.89
446,Ipoqe15,"[8, 7, 10, 6, 10, 10, 5, 9, 7, 8, 7, 7, 8]",75.83,Sending Emails and Communication,14.19,73.74
447,Vtpjm60,"[10, 10, 8, 9, 8, 7, 8, 5, 7, 9, 9, 10]",93.22,Working with Spreadsheets and Data,8.88,88.01
448,Gfeks67,"[7, 10, 10, 7, 10, 9, 8, 10, 8, 9, 5, 10, 10]",92.25,Reviewing and Providing Feedback,8.26,89.19
449,Qzdwr68,"[5, 2, 4, 1, 3, 2, 2, 4, 2]",34.72,Creating Content and Visuals,60.04,2.86
450,Czqco27,"[6, 5, 6, 7, 6, 5, 8, 2, 10, 8, 5, 5, 6, 8, 6, 8, 5]",56.1,Translation,31.44,45.61
451,Paxas56,"[8, 7, 7, 7, 4, 5, 5, 8, 7, 5, 6, 4, 6, 9, 7, 6, 9]",59.18,Finalizing and Submitting Work,24.75,52.01
452,Lgycj62,"[5, 7, 8, 8, 9, 7]",74.24,Sending Emails and Communication,28.52,66.41
453,Ylama76,"[1, 5, 2, 8, 5, 1]",42.01,Documentation,49.96,23.61
454,Nnahm26,"[8, 8, 8, 7, 6, 8, 7, 9, 7, 9, 7, 5, 5, 8, 7]",69.19,Conducting Research,37.71,66.36
455,Cgpwa25,"[9, 9, 10, 8, 9, 10, 10, 7, 7, 10, 10, 9, 8]",90.94,Reviewing and Providing Feedback,7.88,96.37
456,Gqvso70,"[9, 8, 8, 9, 9, 9, 9]",92.26,Finalizing and Submitting Work,15.74,91.94
457,Ekjkb33,"[5, 7, 6]",71.04,Testing,29.24,56.64
458,Wlyrx86,"[2, 2, 0, 2, 2, 4, 2, 0, 2, 5, 2]",36.14,Conducting Research,58.34,4.41
459,Lkenp85,"[2, 4, 3, 4, 4, 5, 3, 3, 4, 4, 4, 5, 4, 3, 4, 2, 4, 6]",43.17,Translation,57.0,16.58
460,Kwnjg21,"[4, 5, 8, 2, 5, 6, 8, 9, 9, 3, 7, 8, 4, 6, 5, 7, 8, 7, 8]",66.04,Creating Content and Visuals,26.33,62.37
461,Lycml59,"[2, 5, 3, 3, 3, 3, 2, 4, 3, 2, 3]",34.2,Testing,61.61,5.11
462,Yumux96,"[4, 3, 3, 5, 3, 5, 3, 7, 2, 3, 5]",39.64,Working with Spreadsheets and Data,58.42,12.36
463,Lpeqv49,"[4, 3, 6, 5, 5, 6, 7, 7, 7, 7, 5, 4, 3, 3]",53.92,Sending Emails and Communication,47.72,33.44
464,Rlzgr71,"[5, 8, 10, 8, 8, 7, 6, 8, 6, 5, 8, 5, 6, 8, 6, 6, 9, 5, 10, 6]",81.05,Creating Content and Visuals,19.78,72.7
465,Rzfdv20,"[8, 8, 7, 9, 8, 8, 6, 7, 5, 7, 10, 10, 4]",82.28,Finalizing and Submitting Work,15.11,76.46
466,Nxlqy76,"[8, 7, 7]",75.37,Task Assignment and Scheduling,13.22,77.81
467,Pxytw61,"[8, 8, 7, 10, 8, 4, 5, 5, 8, 5, 7, 6, 4, 6, 8]",59.55,Working with Spreadsheets and Data,30.55,50.83
468,Aahnm51,"[6, 7, 5, 3, 3, 2]",43.26,Programming,44.92,22.0
469,Bzhkc92,"[9, 8, 9, 8, 9, 9, 7, 9, 8, 8, 10, 10, 9, 8, 10, 10]",90.81,Testing,12.01,92.57
470,Xrgmc46,"[4, 4, 6, 3]",36.48,Task Assignment and Scheduling,43.91,16.52
471,Lyjkn74,"[10, 6, 6, 5, 9, 9, 6, 8, 7, 7]",67.6,Sending Emails and Communication,29.47,63.07
472,Qkcms20,"[3, 4, 6, 2, 5, 3, 5, 6, 4, 3, 6, 4, 5, 4, 7, 5, 4]",43.1,Programming,45.33,24.25
473,Lulne89,"[6, 7, 6, 7, 7, 8, 7, 8, 6, 7, 6, 6, 3]",70.57,Creating Content and Visuals,28.15,52.8
474,Dhzhd49,"[9, 6, 6, 9, 10, 7, 9, 7, 8, 8, 8, 9, 6, 6, 9, 8, 10, 6, 9, 8]",91.23,Finalizing and Submitting Work,12.64,90.11
475,Mvlyj58,"[9, 5, 8, 7, 7, 6]",71.64,Documentation,21.76,64.45
476,Nrazs83,"[6, 5, 6, 4, 4, 4, 4, 4, 5, 5]",53.11,Reviewing and Providing Feedback,47.1,31.77
477,Suuef79,"[4, 3, 4]",53.76,Translation,55.46,33.93
478,Ijewb14,"[6, 0, 0, 2, 2, 5, 3, 3, 5, 3, 5, 2, 0, 3, 2, 0, 5]",36.78,Testing,59.33,5.66
479,Vhsgj82,"[9, 8, 8]",70.31,Sending Emails and Communication,26.43,56.68
480,Axlmn88,"[9, 10, 6, 8, 8, 10, 10, 9, 9, 6]",89.43,Task Assignment and Scheduling,15.01,92.53
481,Jnhhk61,"[7, 5, 8]",68.07,Finalizing and Submitting Work,32.9,53.52
482,Xgvyg50,"[5, 5, 4, 3, 6, 3, 6, 6, 5, 5, 6, 6, 5, 6, 2, 4, 0]",48.8,Working with Spreadsheets and Data,37.78,21.3
483,Afirx25,"[6, 7, 4, 6, 5, 4, 3]",46.93,Documentation,42.32,35.88
484,Virln29,"[7, 5, 7, 7, 6]",70.36,Sending Emails and Communication,22.69,60.2
485,Clika84,"[4, 0, 4, 5, 3, 6, 1, 3, 5, 3, 4, 4, 4, 4, 2, 2, 3, 3]",38.34,Reviewing and Providing Feedback,54.31,6.82
486,Nkpqq72,"[6, 5, 5, 3]",39.34,Finalizing and Submitting Work,53.13,14.51
487,Nldzt36,"[8, 8, 7, 7, 7, 9, 7, 7, 7, 8, 8, 8, 8, 9]",78.07,Sending Emails and Communication,20.81,75.9
488,Vwtcb13,"[9, 10, 9, 9]",79.45,Translation,13.27,79.42
489,Znwhm58,"[4, 3, 4, 4, 6, 5, 4, 3, 6, 4, 5, 3, 5, 4, 4, 5]",44.54,Sending Emails and Communication,43.59,23.8
490,Eokfi77,"[7, 8, 8, 6]",68.56,Programming,27.88,62.35
491,Lsdxb19,"[9, 5, 5, 8, 6, 7, 6, 4, 5, 9, 4]",72.19,Working with Spreadsheets and Data,28.76,60.14
492,Rpipl14,"[5, 3, 4, 3, 2, 3, 2, 5, 1, 1, 0, 3, 2, 2, 0, 6]",31.76,Working with Spreadsheets and Data,55.94,5.22
493,Rkqeg14,"[6, 3, 3, 3, 3, 5, 0, 3, 5, 3, 5, 4, 4]",39.29,Working with Spreadsheets and Data,45.72,16.26
494,Ymtow90,"[4, 5, 2, 6, 5, 5, 5, 3, 6, 5, 5, 7, 6, 7, 5, 3, 4, 6, 5, 5]",57.23,Task Assignment and Scheduling,41.35,38.42
495,Slahk85,"[9, 8, 7, 6, 6, 10, 6, 5, 9, 8, 8, 6, 8, 8, 8, 7, 5, 8, 8, 8]",80.81,Working with Spreadsheets and Data,21.38,71.52
496,Fyhvl73,"[10, 7, 8, 7, 9, 7, 8, 6, 9, 9, 4, 8, 9, 9, 6, 6, 9, 7, 4, 9]",85.04,Testing,22.2,76.92
497,Pafsj91,"[4, 4, 4, 5, 5, 4, 5, 4, 6, 2, 4, 3, 3, 4, 5, 6, 5, 5, 5, 5]",50.1,Working with Spreadsheets and Data,41.8,31.35
498,Dzuvg61,"[3, 4, 4]",39.58,Working with Spreadsheets and Data,66.82,17.42
499,Cliyg28,"[3, 5, 0, 2, 0, 2]",32.53,Conducting Research,58.78,1.5
500,Vffhz87,"[7, 5, 7, 4, 3, 5, 5, 4, 4, 4]",52.47,Translation,41.53,34.9
501,Ailmo97,"[3, 2, 8, 4, 2, 2, 5, 2, 4, 2, 6, 5, 2, 4, 4, 4, 4, 3]",37.24,Programming,55.27,14.44
502,Bfrdq83,"[9, 8, 10, 7, 7, 8]",85.97,Creating Content and Visuals,15.08,80.02
503,Rtwve60,"[10, 7, 6, 9, 10, 9, 9, 10, 7]",84.67,Conducting Research,18.53,78.01
504,Guxxp34,"[7, 6, 6, 7]",68.58,Task Assignment and Scheduling,28.84,52.32
505,Jdscc33,"[7, 5, 5, 4, 7, 6]",64.82,Sending Emails and Communication,35.22,50.15
506,Jluex88,"[9, 6, 10, 10, 10, 10, 7, 6, 8, 7, 5, 10, 9, 9, 8, 10, 9, 8]",83.46,Working with Spreadsheets and Data,12.26,89.11
507,Hvqnd83,"[3, 5, 2, 6, 6, 4, 5, 2, 4, 5, 4, 6, 5, 5, 3, 5, 5, 6]",51.65,Finalizing and Submitting Work,40.14,38.31
508,Evqks45,"[7, 7, 8, 7, 6, 10, 6, 7]",70.8,Finalizing and Submitting Work,28.44,54.45
509,Xnltl76,"[5, 4, 6, 5, 2, 3, 4, 3, 6, 2, 5, 5, 6, 3, 6, 5]",48.2,Programming,43.98,26.53
510,Ftypb38,"[5, 6, 5, 4, 3, 3, 4, 4]",46.58,Testing,50.89,28.06
511,Auxcd36,"[6, 5, 4, 7, 6, 6, 7, 9, 6, 7, 5, 5, 6, 8, 6, 5, 9, 6, 6, 6]",69.41,Testing,29.32,53.8
512,Ofwfq87,"[9, 10, 7, 7, 8, 9, 8, 7, 8]",77.81,Documentation,21.13,73.04
513,Tahcb84,"[5, 9, 6]",90.52,Reviewing and Providing Feedback,14.3,94.83
514,Hlurc74,"[10, 9, 9, 10, 9, 9, 6, 9, 10, 10, 10, 9, 9, 10, 7]",89.12,Sending Emails and Communication,10.82,85.72
515,Feklo13,"[8, 8, 10, 7, 10, 8, 10, 9, 9, 10, 7, 9]",81.48,Creating Content and Visuals,10.8,83.73
516,Ldacr87,"[8, 7, 5, 6, 4, 5, 4, 6]",54.18,Task Assignment and Scheduling,41.77,31.69
517,Hbwhf17,"[4, 7, 3, 5, 8]",55.97,Working with Spreadsheets and Data,46.92,35.67
518,Ebdbh41,"[6, 6, 6, 8, 7, 5, 5, 7, 6, 6, 5, 6, 6, 7, 8, 7, 5, 7]",56.2,Working with Spreadsheets and Data,46.13,47.13
519,Ihjsc68,"[4, 4, 8, 6, 4, 9, 6, 6, 4, 8, 2, 6]",64.06,Programming,41.84,43.56
520,Jdklt95,"[5, 3, 3, 3, 5, 6, 5, 1, 2, 5, 4, 4, 3, 5, 4, 5, 6, 4, 3]",43.85,Task Assignment and Scheduling,52.25,17.45
521,Ildar36,"[9, 8, 7, 9, 7]",77.61,Translation,11.45,80.04
522,Yhwfz89,"[8, 7, 10, 9]",84.06,Sending Emails and Communication,11.52,82.15
523,Dcicb61,"[4, 4, 3, 3, 4, 4, 6, 6, 5, 5, 5, 4, 4, 3, 4, 5, 4, 7, 3]",51.92,Finalizing and Submitting Work,49.3,30.3
524,Vvrya34,"[5, 4, 2, 2, 6, 4, 4, 2, 2, 5, 5, 5, 4, 4, 5, 3]",45.48,Sending Emails and Communication,56.21,19.86
525,Hdlez94,"[6, 3, 6, 3, 3, 2, 3, 1, 5, 3, 3, 1, 4, 5]",33.74,Creating Content and Visuals,54.79,4.47
526,Gfchk93,"[9, 9, 7, 10]",85.85,Testing,17.2,83.74
527,Fkoit32,"[6, 4, 3, 5, 4]",52.18,Programming,36.29,35.04
528,Hcehw30,"[3, 7, 3, 5]",49.45,Documentation,50.52,26.62
529,Sohye21,"[7, 5, 5, 8, 4, 3, 6, 5, 6, 5, 8, 4, 7, 5, 4]",69.44,Working with Spreadsheets and Data,26.85,60.5
530,Tvbcq51,"[7, 8, 10, 7]",81.84,Finalizing and Submitting Work,15.57,85.28
531,Gkndg18,"[6, 7, 6, 5]",63.13,Sending Emails and Communication,31.6,48.16
532,Nsclj26,"[9, 5, 6, 6, 6, 7, 8, 9, 8, 7, 4, 7, 5, 5]",72.48,Translation,25.71,57.15
533,Gwsge46,"[2, 5, 6]",35.34,Task Assignment and Scheduling,56.47,16.73
534,Gwlqw19,"[8, 6, 8, 7, 5, 7, 5, 9, 6, 10, 7]",71.05,Working with Spreadsheets and Data,18.46,68.54
535,Jczly25,"[5, 5, 6, 5, 6, 5, 7, 5]",65.3,Creating Content and Visuals,25.41,49.17
536,Ammen53,"[9, 9, 7, 10, 10, 10, 10, 9, 9, 9, 10, 10]",92.52,Finalizing and Submitting Work,3.26,96.81
537,Mgxdv34,"[8, 6, 7, 8, 4, 5, 9, 7]",65.25,Documentation,18.42,58.56
538,Ictnd67,"[8, 6, 7, 8, 6, 8, 6, 9, 7, 6, 9, 5, 9, 6]",72.99,Documentation,14.76,68.42
539,Anofw25,"[3, 5, 6, 5, 6, 6, 7, 5, 4, 4, 4, 3, 5, 4, 6, 3, 5, 4]",58.94,Reviewing and Providing Feedback,42.8,37.03
540,Vjujf98,"[6, 5, 0, 1, 2, 1, 5, 2, 5, 4, 4, 2, 2, 3, 6, 3, 0, 2]",34.68,Programming,63.23,0.01
541,Oabwk99,"[10, 8, 10, 5, 7, 6, 6, 6, 7, 9, 6]",74.71,Conducting Research,19.7,66.05
542,Gmhdf48,"[10, 7, 10]",82.54,Reviewing and Providing Feedback,14.9,73.96
543,Iduaa46,"[6, 1, 5, 6, 7]",50.94,Task Assignment and Scheduling,45.68,28.86
544,Vmeiv36,"[4, 7, 10, 10, 7, 8, 10, 10, 8, 7]",87.08,Translation,11.23,79.79
545,Ibcrl35,"[4, 5, 4, 7, 1, 5, 3, 5, 7, 7, 4, 3, 6]",49.63,Task Assignment and Scheduling,41.01,27.61
546,Mpqfe17,"[10, 9, 10, 8, 9, 10, 7, 9]",95.98,Working with Spreadsheets and Data,14.13,97.55
547,Jdxyb14,"[4, 4, 4, 3, 4, 2, 3, 2, 5, 4, 1]",33.22,Conducting Research,61.54,6.32
548,Ojiga90,"[7, 7, 9, 8, 9, 7, 6]",81.77,Translation,20.3,72.82
549,Bwlsy23,"[6, 6, 4, 5, 6, 3, 6, 3, 4, 4, 6, 6, 4, 5, 6, 4, 7, 1]",58.32,Testing,34.66,37.97
550,Uulkk12,"[2, 1, 1, 4, 0, 5, 0, 3, 4, 2, 1, 0, 3, 3, 2, 5, 5, 3]",32.15,Sending Emails and Communication,49.5,5.12
551,Xonfn83,"[6, 4, 5, 5, 7, 8, 6, 6, 7, 9, 5]",62.2,Reviewing and Providing Feedback,27.53,50.6
552,Dngvt78,"[3, 7, 5, 5, 6, 4, 5, 5, 4, 7, 7, 7, 4, 6, 5, 5, 6, 7, 5, 6]",52.93,Documentation,49.27,29.65
553,Luxri58,"[7, 5, 7, 4]",54.96,Documentation,36.72,38.88
554,Aaufk70,"[8, 10, 8, 8, 9, 7, 10, 8, 9, 7, 9, 7, 8, 9, 8, 8, 8, 10]",80.54,Conducting Research,13.77,84.08
555,Wuhrb14,"[9, 8, 9, 10, 10, 10, 9, 10, 10, 10, 10, 9]",90.23,Programming,4.08,97.39
556,Ekwwi73,"[5, 9, 8, 8, 5, 7, 8, 8, 6, 7, 10, 8, 6, 8, 8, 5]",77.69,Documentation,15.6,73.69
557,Budku27,"[10, 8, 10, 10, 10, 8, 8, 10, 7, 8, 9]",96.01,Sending Emails and Communication,2.06,95.87
558,Fvtkm52,"[2, 5, 3, 3, 1, 2, 1, 3, 1]",40.33,Finalizing and Submitting Work,50.52,8.69
559,Kfrug80,"[5, 6, 7, 4, 8, 6, 7, 6, 5, 7, 7, 2, 6, 8, 4, 5, 9, 6, 5]",63.81,Conducting Research,36.48,53.81
560,Wwejc68,"[6, 9, 4, 4, 3, 4, 7, 7, 4, 7, 5, 6, 6, 5, 8, 3]",56.1,Reviewing and Providing Feedback,30.71,43.53
561,Pkyhk32,"[10, 7, 8, 9, 6, 6, 6, 7, 10, 6]",89.59,Reviewing and Providing Feedback,12.96,85.09
562,Bmfxn13,"[8, 7, 10, 8]",84.56,Creating Content and Visuals,24.0,78.92
563,Gcpwq29,"[4, 7, 4]",49.65,Working with Spreadsheets and Data,38.96,25.18
564,Sxjxw81,"[5, 5, 7, 8, 4, 6, 4, 7, 3, 4, 6, 5, 6, 6, 7, 6, 5, 4]",57.99,Translation,44.26,42.33
565,Laijr40,"[5, 2, 5]",41.89,Documentation,41.99,20.21
566,Tybgj11,"[2, 2, 3, 5, 4, 7, 7, 4, 6, 4, 2, 2, 5]",39.69,Finalizing and Submitting Work,55.45,17.29
567,Umesx76,"[5, 7, 6, 4, 5, 8, 7]",64.59,Translation,37.61,52.26
568,Hhwpu63,"[9, 10, 5, 10, 10, 9, 10, 8, 7, 8, 10, 8, 6, 10, 9, 10]",91.56,Reviewing and Providing Feedback,8.22,91.41
569,Yeffm87,"[7, 8, 8, 7]",83.46,Documentation,17.21,77.88
570,Kkvso64,"[2, 5, 6, 5, 6, 4, 5, 5, 4, 2, 5]",46.69,Task Assignment and Scheduling,45.26,19.93
571,Wlasy46,"[5, 1, 4, 4, 3, 5, 5, 2, 2, 3, 4, 2, 3, 4, 3, 3]",32.84,Task Assignment and Scheduling,55.72,3.22
572,Nkajx84,"[10, 10, 9, 8, 10, 7, 9, 9, 10, 10, 9, 9, 7]",97.56,Conducting Research,6.02,98.57
573,Dfrks30,"[6, 9, 7, 7, 8, 7, 8, 8, 6, 8, 9, 6, 7]",79.44,Translation,21.34,71.35
574,Wchen46,"[3, 4, 2, 2, 5]",33.74,Documentation,54.1,1.98
575,Gbcrp98,"[5, 4, 4, 5, 4, 1, 3, 3, 1, 3, 4, 5, 3, 3, 6, 5, 6, 6, 7, 7]",46.07,Documentation,43.52,28.79
576,Eplzz34,"[5, 3, 5, 1, 3, 3, 3, 6, 6, 3, 4, 4, 3, 3, 3, 2, 3, 4]",42.03,Documentation,54.08,17.29
577,Nfkol77,"[7, 9, 5, 4, 7, 10, 10, 9, 6]",88.07,Sending Emails and Communication,16.86,85.25
578,Ueewv97,"[2, 4, 0, 2, 3]",31.14,Sending Emails and Communication,58.95,4.77
579,Tzgev78,"[4, 4, 1, 3, 4, 4, 4, 5, 2, 6, 5, 4, 1, 3, 7, 3, 4, 1]",42.82,Programming,52.54,21.33
580,Zivvr24,"[9, 9, 9, 6, 7, 7, 8, 7, 7, 8, 8]",75.93,Reviewing and Providing Feedback,23.01,72.39
581,Tqdbs87,"[6, 3, 6, 4, 3, 4, 4, 5, 4, 2, 2]",47.01,Finalizing and Submitting Work,40.29,16.66
582,Jzpec35,"[7, 7, 9, 10, 8, 7, 9, 7, 10, 9, 7]",85.39,Documentation,9.01,81.53
583,Arxxv90,"[4, 3, 5, 6, 2, 4, 6, 4, 5, 2, 5, 3, 2, 4, 2, 5, 5]",41.05,Reviewing and Providing Feedback,60.01,13.73
584,Bfpbo22,"[10, 9, 10, 10, 9]",88.13,Working with Spreadsheets and Data,9.93,87.29
585,Hcagd84,"[4, 2, 1, 2, 2]",37.28,Reviewing and Providing Feedback,62.05,2.54
586,Yoxxy38,"[3, 9, 10, 7, 6, 8, 7, 4, 6]",65.03,Sending Emails and Communication,29.96,57.69
587,Twyeo41,"[6, 2, 1]",38.6,Programming,53.35,11.59
588,Dpwfi37,"[5, 7, 9, 10, 9, 10, 10]",89.17,Creating Content and Visuals,15.93,95.74
589,Swxfg98,"[7, 5, 6]",62.56,Finalizing and Submitting Work,23.71,54.16
590,Rpbhy60,"[6, 3, 5, 8, 9, 5, 7, 4, 8, 9, 5, 4, 7, 8, 6, 7]",63.27,Translation,25.64,57.09
591,Yhxyw84,"[9, 9, 10, 8, 7, 4, 7, 7, 9, 8, 8, 6, 9, 8, 9, 5, 9]",78.11,Documentation,11.19,74.17
592,Ifwkm34,"[8, 10, 10, 10, 7, 10, 10, 9, 10, 10, 10, 9, 8, 9, 10, 10, 8]",99.15,Working with Spreadsheets and Data,1.05,99.8
593,Ryeue93,"[5, 5, 4, 7, 2, 6, 4, 3, 6, 6, 3, 5, 2, 6, 4, 3, 5, 3, 6]",47.37,Task Assignment and Scheduling,37.83,27.12
594,Otnfs94,"[3, 5, 3, 3, 4, 3, 4]",35.27,Conducting Research,59.92,0
595,Vmewh99,"[5, 5, 6, 5, 4, 4, 7, 3, 5, 5, 5, 4, 3, 4]",47.61,Reviewing and Providing Feedback,49.86,24.54
596,Svfsh39,"[5, 9, 10, 6, 7, 10, 9, 10, 10, 10, 10, 9, 10, 9, 10]",94.28,Testing,11.75,95.23
597,Rozjl96,"[4, 5, 7]",52.85,Reviewing and Providing Feedback,54.46,37.79
598,Odhpq28,"[5, 10, 7, 9, 6, 10]",64.07,Conducting Research,28.6,54.48
599,Hiflt92,"[9, 7, 8, 7, 8, 9, 8, 9, 9, 8, 8, 9, 8]",81.55,Translation,15.34,86.43
600,Vpvbc69,"[7, 7, 8, 9, 8, 6]",86.8,Task Assignment and Scheduling,16.9,80.88
601,Gfftx43,"[3, 3, 1, 2, 1, 3, 0, 5, 5, 2, 3, 4, 4, 4, 5, 1, 3, 5, 5]",34.64,Translation,66.33,2.05
602,Puhls15,"[8, 6, 10, 6, 9, 7, 5]",78.69,Testing,9.31,80.79
603,Efopq81,"[6, 7, 8, 7, 4, 9, 7, 7, 4, 9, 5, 5, 9, 8, 7, 9, 4, 6]",79.98,Sending Emails and Communication,16.19,74.6
604,Ppjdc57,"[10, 8, 6, 7, 10, 7, 8, 8, 10, 9, 10, 8, 9, 8, 8, 9, 8, 9, 9, 7]",87.27,Sending Emails and Communication,10.97,85.58
605,Aahlm60,"[2, 4, 2, 3, 4, 4, 1, 4, 3, 2, 3, 0, 3, 3, 4, 2, 5]",33.26,Conducting Research,51.46,11.15
606,Twvig90,"[8, 8, 8, 6, 8, 10, 8, 10, 10, 8, 6, 6, 9]",83.22,Creating Content and Visuals,12.22,86.16
607,Cmnzp98,"[8, 7, 8, 7, 6, 7, 8, 7, 7, 6]",82.96,Testing,10.62,82.87
608,Ovajt47,"[2, 3, 1, 4, 3, 2, 1, 4, 3, 5, 2, 6]",34.97,Documentation,57.83,6.88
609,Swnzt27,"[3, 1, 5, 3, 2, 3, 5, 4, 5, 4, 4, 5, 3, 4]",39.26,Reviewing and Providing Feedback,54.27,23.43
610,Ccrer45,"[4, 5, 3, 6, 2, 6, 5, 3, 3, 0, 5, 6, 4, 3, 3]",45.13,Testing,55.01,19.8
611,Gtifj76,"[6, 8, 9, 10, 10, 8, 7, 10, 8, 10, 9]",95.13,Creating Content and Visuals,0.1,98.25
612,Drflj42,"[9, 7, 9, 9, 7, 9, 7, 5, 8, 9, 7, 10, 8, 10, 8, 9, 8, 7]",83.69,Reviewing and Providing Feedback,21.79,83.33
613,Erqae47,"[10, 9, 10, 7, 9, 8, 10, 10, 9, 10, 9, 9, 10, 10, 8, 10, 9, 10]",94.82,Sending Emails and Communication,12.72,92.12
614,Mgdbb56,"[6, 4, 4, 0, 2, 2, 3]",30.25,Programming,50.36,2.38
615,Megrc57,"[6, 4, 3, 5, 3, 4, 1, 5, 5]",51.16,Programming,33.71,31.14
616,Cmtqp80,"[9, 7, 9, 6, 8, 7, 8, 7, 8, 8, 8, 9]",81.26,Testing,15.98,73.52
617,Cgjic57,"[8, 5, 6, 9]",50.5,Translation,49.08,33.19
618,Fhecd59,"[4, 4, 4]",43.36,Creating Content and Visuals,50.92,24.45
619,Rfzlp23,"[8, 5, 6, 7, 6, 5, 8, 7]",64.92,Conducting Research,38.26,50.92
620,Drtae25,"[10, 6, 9, 10, 9, 10, 8, 8, 9, 10, 8, 10, 10, 9, 10, 8, 9, 8]",96.44,Reviewing and Providing Feedback,10.19,100
621,Qrmhe58,"[2, 3, 5, 1, 2, 5, 3, 4, 1, 3, 2, 1, 4, 4, 4, 3]",39.92,Sending Emails and Communication,54.87,9.83
622,Iaybl36,"[5, 4, 7, 7, 4, 6, 7, 7]",62.53,Conducting Research,35.91,45.41
623,Sjfdm39,"[3, 5, 4, 4]",45.85,Finalizing and Submitting Work,39.27,26.8
624,Qdkrc88,"[4, 4, 4]",37.37,Creating Content and Visuals,53.29,19.01
625,Obspm90,"[6, 5, 8, 8, 9, 9]",72.94,Translation,27.44,72.34
626,Xhkwg33,"[6, 5, 4, 8, 5, 6, 9, 4, 4, 6, 8, 4, 4, 5, 7, 7]",56.48,Task Assignment and Scheduling,33.26,34.5
627,Lklhu47,"[10, 8, 9, 4, 6]",75.45,Programming,22.04,68.1
628,Cazrq48,"[9, 8, 9, 4]",77.16,Working with Spreadsheets and Data,18.63,78.27
629,Myden89,"[8, 7, 5, 5, 6, 8]",61.01,Testing,27.02,55.53
630,Mlwqv79,"[9, 6, 6, 6, 7, 10, 10, 10, 7, 10, 10, 7, 9]",90.41,Documentation,16.06,83.4
631,Bfmvo63,"[6, 10, 7, 5, 7]",55.58,Task Assignment and Scheduling,36.91,43.2
632,Pryur61,"[6, 7, 7, 8, 7, 5, 6, 8, 6, 7]",71.37,Documentation,27.34,64.56
633,Zytow50,"[5, 5, 6, 6, 4, 5]",52.51,Programming,39.32,33.85
634,Dvfso71,"[2, 0, 3, 1, 4, 5, 5, 2, 4, 0, 3, 3, 4, 0, 3, 4]",34.44,Documentation,54.8,3.75
635,Xaqsf99,"[7, 8, 10, 8, 10, 9]",84.97,Translation,12.39,75.82
636,Oimsl84,"[6, 7, 5, 6, 4, 5, 5, 5]",56.15,Documentation,34.88,44.1
637,Svyci28,"[4, 7, 3, 8, 8, 7]",65.31,Testing,35.25,51.34
638,Mousl33,"[10, 7, 10, 8]",94.05,Programming,8.72,94.52
639,Wrhxp31,"[1, 1, 4, 2, 4, 5]",36.68,Documentation,60.27,10.65
