id,user_name,work_load_per_day,team_work,work_category,work_speed,overall_quality_score,avg_workload,work_category_encoded,cluster,group_role
348,Itpyt28,"[7, 8, 6, 7, 5, 8, 5, 8, 5, 5, 8, 8]",69.96,Storyboarding,34.95,56.87,6.666666666666667,21,0,Balancer
349,Sxnqc47,"[9, 6, 8, 9, 7, 6]",84.77,Reviewing,26.31,75.79,7.5,18,1,Perfectionist
350,Wgbbt82,"[1, 4, 4, 2, 4, 4, 5, 6, 2]",48.56,Peer Review,46.96,20.52,3.5555555555555554,9,2,Task finisher
351,Ignmu26,"[10, 10, 7, 8, 8, 7, 9, 8, 9, 10, 10, 9]",86.28,Documentation,17.13,88.08,8.75,3,1,Perfectionist
352,Dnbbx89,"[7, 6, 8, 4, 8, 6, 4, 8, 7, 5, 7, 5, 6, 7, 6, 8, 5, 6, 7]",66.63,Research,39.41,49.26,6.315789473684211,17,0,Balancer
353,Vxjli60,"[4, 5, 4, 4, 3, 1, 5, 6, 6, 6, 5, 1]",50.99,Presenting,36.44,31.87,4.166666666666667,12,6,Genelarist
354,Oekst57,"[7, 6, 4, 10, 6, 8, 8, 9, 9, 8, 6, 8, 9, 10, 8, 9, 9, 7, 8, 10]",76.07,Code Review,12.28,78.64,7.95,0,1,Perfectionist
355,Zpaub94,"[3, 4, 3, 5, 4, 2]",38.69,Presenting,47.43,18.03,3.5,12,2,Task finisher
356,Ybdel15,"[7, 5, 6, 8, 6, 3, 5, 7, 6, 7, 4, 7, 5, 6, 6, 7, 6, 8, 6]",62.75,Script Writing,25.13,52.11,6.052631578947368,19,0,Balancer
357,Betdd84,"[6, 5, 5, 7, 7, 7, 4, 4, 8, 5]",62.73,Spreadsheet Work,29.55,52.93,5.8,20,0,Balancer
358,Adthu14,"[5, 5, 3, 3, 4, 3, 6, 7, 4]",37.94,Programming,56.15,8.18,4.444444444444445,14,3,Lone Wolf
359,Omgqf48,"[5, 6, 6, 5, 5, 5, 6, 7, 4, 6, 5, 8, 4, 8]",55.11,Documentation,39.08,44.57,5.714285714285714,3,6,Genelarist
360,Yehpz65,"[5, 3, 4, 5, 7, 5, 4, 3, 5, 4, 6, 5, 4, 7, 4, 5, 8, 3]",52.58,Spreadsheet Work,39.52,34.3,4.833333333333333,20,6,Genelarist
361,Qqsjg32,"[4, 6, 4, 4, 3, 5]",47.59,Content Creation,39.62,18.19,4.333333333333333,1,2,Task finisher
362,Dkynx51,"[2, 3, 4, 4]",40.85,Writing,56.44,16.7,3.25,24,3,Lone Wolf
363,Msdbw87,"[7, 3, 3, 4, 5, 3, 5]",48.43,Programming,34.16,31.82,4.285714285714286,14,6,Genelarist
364,Rymbs96,"[4, 7, 5, 2, 3, 4, 2, 5, 4, 2, 5, 5, 4]",37.12,Spreadsheet Work,45.68,15.87,4.0,20,2,Task finisher
365,Numvi87,"[8, 8, 7, 9, 9, 9, 8, 6, 7, 6, 4, 8, 6, 9, 10, 7]",85.8,Email Writing,11.81,90.92,7.5625,5,1,Perfectionist
366,Qhfgc95,"[5, 4, 5, 5, 7, 2, 6, 6, 8, 6, 5, 5, 6, 5, 4, 5, 4, 6, 7]",53.24,Problem Solving,31.18,34.39,5.315789473684211,13,6,Genelarist
367,Yjznh25,"[7, 7, 9, 7, 8, 7, 7, 8, 9, 8, 9, 8]",79.22,Research,15.92,79.91,7.833333333333333,17,1,Perfectionist
368,Zoedq21,"[5, 4, 4, 9, 2, 7, 4, 2, 5, 4, 7, 5, 4, 4, 4, 6]",53.58,Spreadsheet Work,52.05,30.08,4.75,20,2,Task finisher
369,Buodo73,"[5, 1, 3, 3, 6, 2, 2, 4, 2, 4, 3, 1, 1, 3]",33.31,Mockup Design,63.29,1.67,2.857142857142857,8,3,Lone Wolf
370,Utzdr34,"[8, 7, 4, 6, 7, 10, 7, 9, 5, 7, 7, 8, 9, 10, 8, 8, 9, 8]",75.48,Spreadsheet Work,18.74,73.31,7.611111111111111,20,1,Perfectionist
371,Rsvhl30,"[4, 2, 4, 3, 4, 4, 3, 5, 2, 4]",37.71,Report Formatting,57.12,10.12,3.5,16,3,Lone Wolf
372,Vhnhz93,"[4, 3, 4, 7]",51.22,Graphic Design,41.24,33.29,4.5,7,6,Genelarist
373,Rfrzt39,"[5, 2, 2, 1, 4, 5, 5, 4, 5, 3, 4, 4, 5, 3, 3, 7, 4, 2]",44.4,Spreadsheet Work,48.22,24.89,3.7777777777777777,20,2,Task finisher
374,Unenm30,"[4, 9, 9, 8, 6, 10, 8, 8, 9, 10, 8, 10]",83.58,Documentation,19.3,78.34,8.25,3,1,Perfectionist
375,Gryta92,"[5, 6, 5, 5, 9, 8, 7]",68.49,Mockup Design,33.46,51.56,6.428571428571429,8,0,Balancer
376,Gffus49,"[7, 5, 6, 7, 6, 10, 4, 5, 6, 7, 7, 6]",65.08,Script Writing,37.45,55.31,6.333333333333333,19,0,Balancer
377,Rmpjm88,"[6, 6, 2, 2, 3, 3, 3, 3, 2, 3, 2, 3]",38.78,Graphic Design,53.44,11.47,3.1666666666666665,7,3,Lone Wolf
378,Cbtyd30,"[10, 10, 10, 8]",91.64,Content Creation,5.17,96.62,9.5,1,4,Leader
379,Aerwr60,"[10, 10, 10, 9, 9]",86.16,Drawing/Illustration,11.33,89.24,9.6,4,4,Leader
380,Wbqzq30,"[10, 6, 7, 7, 8, 8, 10, 9, 10, 8, 9, 9, 10, 9, 7, 6, 9, 10]",85.06,Mockup Design,9.26,89.85,8.444444444444445,8,4,Leader
381,Zgcls60,"[3, 2, 6, 6, 4, 7, 4, 6, 8, 6, 6, 4, 6, 7, 7, 5, 6, 6]",64.95,Code Review,40.97,50.08,5.5,0,0,Balancer
382,Yebaf19,"[7, 8, 10, 8, 9, 10, 10, 6, 8, 8, 6, 8, 8]",88.2,Script Writing,9.78,81.49,8.153846153846153,19,1,Perfectionist
383,Cxhhc41,"[8, 5, 10, 9, 8, 9, 8, 8, 8, 8, 7, 6, 7]",76.18,Reference Finding,19.85,70.53,7.769230769230769,15,1,Perfectionist
384,Akmta69,"[4, 2, 4, 4, 3, 4, 5, 5, 2, 2, 5, 2]",49.74,Script Writing,48.24,21.75,3.5,19,2,Task finisher
385,Ramoc19,"[5, 7, 10, 4]",82.06,Content Creation,13.64,81.05,6.5,1,1,Perfectionist
386,Fqgon26,"[5, 3, 2, 3, 4, 2, 4, 3, 5, 4, 3, 3, 5, 4, 3, 3, 5, 4]",35.28,Storyboarding,54.09,7.74,3.611111111111111,21,3,Lone Wolf
387,Xeogm75,"[10, 9, 10, 8, 10, 10, 9, 9, 9, 7]",86.71,Programming,18.04,86.37,9.1,14,1,Perfectionist
388,Gqtkj47,"[6, 2, 4, 5]",39.13,Script Writing,55.76,8.58,4.25,19,3,Lone Wolf
389,Jhdal68,"[5, 6, 5, 3, 5]",53.89,Reference Finding,46.23,28.49,4.8,15,6,Genelarist
390,Cxzff47,"[4, 5, 6, 7, 5, 6, 3, 7]",50.02,Diagram Creation,38.37,38.79,5.375,2,6,Genelarist
391,Kilgw21,"[5, 2, 6, 5, 5, 3, 3, 5, 6, 4, 1, 4, 4, 5, 6, 4]",43.68,Translation,45.25,25.89,4.25,23,2,Task finisher
392,Njeca97,"[8, 10, 10, 9, 9, 9, 10, 10, 10]",89.73,Mockup Design,9.12,93.58,9.444444444444445,8,4,Leader
393,Ptdfg19,"[3, 3, 3, 4, 4, 5, 4, 4]",43.99,Spreadsheet Work,51.84,16.73,3.75,20,2,Task finisher
394,Dpoze50,"[7, 6, 7, 4, 7, 4, 6, 8, 5, 6, 7]",67.16,Code Review,29.8,51.16,6.090909090909091,0,0,Balancer
395,Aqbui23,"[5, 2, 5, 5, 6, 9, 4, 4, 6, 5, 2, 4, 2, 7, 8]",61.44,Flowchart Design,29.7,46.24,4.933333333333334,6,0,Balancer
396,Vtmos27,"[9, 5, 7, 9, 10, 6, 8, 8, 8, 7, 3, 9, 7, 5, 7, 8]",78.51,Drawing/Illustration,7.64,71.69,7.25,4,1,Perfectionist
397,Xskpa22,"[4, 1, 5, 5, 3, 4, 3, 4, 6, 5, 4, 4, 5, 4, 2, 3, 4, 4, 3]",32.33,Mockup Design,52.03,7.2,3.8421052631578947,8,3,Lone Wolf
398,Onthu21,"[8, 9, 9, 7, 9, 7, 8, 5, 7, 8, 6, 10, 8, 8]",81.75,Presentation Design,14.23,75.03,7.785714285714286,11,1,Perfectionist
399,Inifs57,"[7, 8, 6, 4, 7, 7, 8, 8]",74.62,Flowchart Design,28.1,64.56,6.875,6,5,Helper
400,Risoi11,"[7, 7, 7, 8, 7, 9, 6, 5, 4, 3, 4, 5, 7, 5, 6]",64.73,Writing,33.68,49.8,6.0,24,0,Balancer
401,Rjqxz51,"[3, 6, 8, 3, 7, 6, 6]",65.66,Planning,33.86,52.6,5.571428571428571,10,0,Balancer
402,Hqjtc77,"[8, 3, 8, 4, 7, 3, 5, 4, 5, 5, 2, 4, 5, 5, 3, 8, 7]",54.62,Documentation,35.78,41.68,5.0588235294117645,3,6,Genelarist
403,Pjutz62,"[7, 4, 5, 9, 7, 6, 5]",62.58,Code Review,32.9,47.46,6.142857142857143,0,0,Balancer
404,Pnsze19,"[9, 8, 10, 10, 8, 7]",80.38,Research,23.14,71.5,8.666666666666666,17,1,Perfectionist
405,Uahvp70,"[7, 5, 3, 6, 6, 6, 6, 7, 5, 7, 8, 5, 8, 10, 6, 7, 6, 7, 7]",74.06,Problem Solving,23.99,66.45,6.421052631578948,13,5,Helper
406,Mjkye42,"[9, 6, 9, 9, 8, 10, 7, 10, 9, 8, 8, 8, 9, 7, 9]",84.15,Graphic Design,15.18,88.11,8.4,7,1,Perfectionist
407,Nyhxb60,"[10, 7, 8, 8, 7, 8, 7, 10, 10, 9, 10, 9]",78.29,Spreadsheet Work,19.14,80.5,8.583333333333334,20,1,Perfectionist
408,Qmfib24,"[3, 4, 6, 3, 3, 6, 5, 2, 4, 5, 2, 3, 4, 6, 4, 6, 3, 1, 1]",45.72,Peer Review,51.4,20.46,3.736842105263158,9,2,Task finisher
409,Ugfdq20,"[2, 5, 2, 2, 3, 1, 4, 6, 3, 1, 3, 3, 2, 4, 2, 3]",33.66,Presentation Design,60.85,0.81,2.875,11,3,Lone Wolf
410,Ixqwy43,"[5, 3, 5, 6, 3, 6, 5, 7, 8, 6, 6, 7, 6, 6]",62.56,Diagram Creation,30.81,43.33,5.642857142857143,2,0,Balancer
411,Vxwjx67,"[5, 6, 4, 4, 2, 4, 3, 5, 3, 1, 2, 1, 3, 3, 3, 2, 2, 2, 3]",41.88,Writing,44.15,16.91,3.0526315789473686,24,2,Task finisher
412,Kadlb44,"[6, 8, 9, 9, 8, 8]",80.59,Problem Solving,10.74,80.01,8.0,13,1,Perfectionist
413,Bikvf42,"[8, 5, 4, 4, 7]",63.9,Drawing/Illustration,25.62,51.53,5.6,4,0,Balancer
414,Ltkfj17,"[10, 9, 9, 8, 9, 9, 8, 10, 10, 9, 10]",96.76,Problem Solving,0.1,98.88,9.181818181818182,13,4,Leader
415,Sykks98,"[4, 1, 4, 7, 5, 6, 6, 4, 3]",42.35,Drawing/Illustration,42.2,21.42,4.444444444444445,4,2,Task finisher
416,Guxex70,"[10, 7, 7, 8, 10, 10, 10]",82.91,Script Writing,17.8,85.75,8.857142857142858,19,1,Perfectionist
417,Qqwsl39,"[7, 9, 9, 8, 8, 7, 10, 8, 10, 6, 8]",81.79,Diagram Creation,22.31,82.06,8.181818181818182,2,1,Perfectionist
418,Sridl43,"[4, 6, 4, 6, 5, 4, 5, 7, 5, 4, 8, 5, 7]",58.03,Translation,42.4,36.96,5.384615384615385,23,6,Genelarist
419,Dnthr65,"[2, 6, 6, 6, 3, 4, 4]",48.71,Writing,53.18,22.14,4.428571428571429,24,2,Task finisher
420,Mdxqc99,"[5, 0, 2, 2, 5, 4, 5, 3, 3, 3, 3, 1, 6]",37.0,Diagram Creation,54.65,6.61,3.230769230769231,2,3,Lone Wolf
421,Syhrk59,"[2, 10, 7, 9, 3, 6, 5, 7, 7, 5, 5, 7, 4, 5, 4, 6, 3, 6, 5]",60.49,Storyboarding,35.96,51.24,5.578947368421052,21,0,Balancer
422,Rhioq44,"[5, 9, 6, 5, 6, 8, 7]",71.25,Problem Solving,28.97,59.68,6.571428571428571,13,5,Helper
423,Ujwjn73,"[6, 5, 5, 7, 7, 5, 6, 6, 7, 6, 6, 6, 7, 7, 8, 6, 7]",63.94,Planning,32.44,55.63,6.294117647058823,10,0,Balancer
424,Pkmur87,"[1, 2, 2, 2, 4, 2, 4, 3]",34.17,Mockup Design,62.82,0.0,2.5,8,3,Lone Wolf
425,Tsrhx25,"[7, 6, 9, 6, 8, 6, 7, 8, 9, 6, 6, 10, 6, 7, 6, 8, 7]",68.63,Documentation,26.42,66.16,7.176470588235294,3,5,Helper
426,Omhgn33,"[9, 9, 9, 8, 10, 9, 10, 9, 10, 10, 9, 8, 8, 8, 8, 10, 10, 6]",95.19,Planning,4.1,95.9,8.88888888888889,10,4,Leader
427,Ddslc14,"[5, 5, 7, 4, 1, 5, 7, 4, 6, 6, 4, 7, 4, 6, 8, 6, 7, 6]",54.94,Testing,45.99,37.56,5.444444444444445,22,6,Genelarist
428,Vthsf97,"[3, 5, 1, 7, 6, 3, 4, 5]",40.1,Flowchart Design,45.04,18.76,4.25,6,2,Task finisher
429,Wsdvd94,"[8, 3, 7, 7, 6, 9, 5, 5, 4, 6, 6, 5, 6, 6, 6, 6, 7, 4, 6]",56.99,Planning,36.14,48.09,5.894736842105263,10,0,Balancer
430,Awkmv59,"[6, 6, 5, 9, 6, 8, 7, 8, 8, 7, 8, 7, 10, 5, 10, 6, 6, 6]",81.45,Graphic Design,13.66,73.54,7.111111111111111,7,1,Perfectionist
431,Scqkb76,"[5, 3, 4, 4, 3, 0, 3]",40.77,Diagram Creation,59.87,11.25,3.142857142857143,2,3,Lone Wolf
432,Xpuar14,"[4, 4, 5, 7, 4, 6, 7, 9, 7, 6, 5, 8, 5, 6, 6]",63.46,Presentation Design,37.92,50.78,5.933333333333334,11,0,Balancer
433,Aaldo34,"[4, 6, 2, 2, 6, 6, 4, 4, 6, 3, 6, 3, 5, 4, 2, 3, 6, 4, 6, 0]",37.83,Problem Solving,46.3,17.96,4.1,13,2,Task finisher
434,Mkjtz28,"[6, 1, 5]",50.03,Writing,44.64,24.05,4.0,24,2,Task finisher
435,Vhsmv18,"[5, 6, 5, 5, 5, 4, 4, 5, 4, 2, 4, 3, 4, 1, 2]",42.47,Research,47.18,18.79,3.933333333333333,17,2,Task finisher
436,Azkbk13,"[6, 7, 2, 6, 4, 5, 5]",53.32,Testing,37.67,39.17,5.0,22,6,Genelarist
437,Lvxhj85,"[5, 6, 3, 2, 1, 3, 4, 2, 5, 1, 4, 5, 3, 3]",37.06,Reference Finding,58.3,11.73,3.357142857142857,15,3,Lone Wolf
438,Mpquv14,"[7, 9, 7, 10, 8, 6, 9, 10, 9, 8, 10, 9, 10, 9]",86.81,Email Writing,4.75,83.19,8.642857142857142,5,4,Leader
439,Wqgpn65,"[2, 6, 7, 5, 6, 6, 4, 8]",61.27,Presenting,26.2,53.98,5.5,12,0,Balancer
440,Bqzlm41,"[0, 9, 3, 2, 5, 4, 2, 3, 2, 4, 6, 6, 5, 2]",42.76,Testing,43.44,19.26,3.7857142857142856,22,2,Task finisher
441,Piarh24,"[4, 6, 6, 8, 8, 7, 7, 3, 8, 6, 6]",66.19,Code Review,34.01,52.27,6.2727272727272725,0,0,Balancer
442,Suwrp37,"[10, 10, 9, 10, 7, 10, 9, 8, 9]",92.03,Content Creation,6.43,92.16,9.11111111111111,1,4,Leader
443,Agetu61,"[4, 1, 4, 5, 4, 2, 3, 7, 6, 6, 5, 4, 3, 5, 5, 3]",40.01,Script Writing,48.33,14.79,4.1875,19,2,Task finisher
444,Dkkur53,"[7, 7, 9, 8, 8, 9]",81.48,Email Writing,20.85,75.57,8.0,5,1,Perfectionist
445,Anybu49,"[2, 5, 4, 4, 5, 5, 6, 7, 5, 5, 7, 8]",56.05,Storyboarding,30.44,41.01,5.25,21,6,Genelarist
446,Gmkuy25,"[4, 4, 5, 5, 7, 4, 6, 3]",52.22,Problem Solving,39.84,32.58,4.75,13,6,Genelarist
447,Jctkj83,"[4, 5, 4, 1, 2, 5, 3, 2, 6, 5, 2, 6, 3, 2, 6, 5, 5, 4, 2, 4]",39.18,Peer Review,38.91,20.43,3.8,9,2,Task finisher
448,Dztto62,"[7, 10, 10, 9, 6, 9, 8, 8, 9, 9, 7, 8, 7, 10, 9, 8, 10, 10]",85.4,Drawing/Illustration,8.9,84.79,8.555555555555555,4,4,Leader
449,Xfcah37,"[6, 4, 5, 4, 4, 2, 4]",62.99,Testing,32.78,44.22,4.142857142857143,22,6,Genelarist
450,Apdsy79,"[4, 3, 5, 6, 8, 7, 4, 4, 6, 7, 7, 7, 6, 6, 8, 8]",65.81,Testing,37.74,55.15,6.0,22,0,Balancer
451,Hrijc73,"[7, 8, 6, 8, 7, 7, 7, 9, 5, 6, 7, 5, 7, 9, 8, 7, 6]",75.02,Content Creation,26.87,65.02,7.0,1,5,Helper
452,Nsxod38,"[5, 6, 4, 4, 4, 7, 2, 5, 4, 4, 7, 5, 3, 6, 5, 1, 5, 5]",46.56,Flowchart Design,38.21,31.72,4.555555555555555,6,6,Genelarist
453,Lpnvp58,"[6, 5, 7, 7, 5, 3, 7, 8, 4, 3, 9, 5, 8, 5, 7, 5]",58.66,Reviewing,41.4,47.62,5.875,18,6,Genelarist
454,Jlwsc94,"[4, 4, 2, 2, 4, 3, 0, 2, 3]",38.5,Reviewing,58.55,8.91,2.6666666666666665,18,3,Lone Wolf
455,Dvwxb98,"[6, 6, 5, 7, 4, 6, 6, 6, 6, 6, 5, 7, 7, 7, 5, 8, 7, 7, 8]",66.28,Peer Review,33.68,46.4,6.2631578947368425,9,0,Balancer
456,Drszd93,"[8, 10, 5, 9, 8, 8, 9, 7, 5, 7, 7, 7, 6, 8, 9, 6, 6, 9, 7]",70.06,Flowchart Design,30.6,66.91,7.421052631578948,6,5,Helper
457,Souey67,"[6, 2, 4, 4, 6, 4, 6, 5, 7, 4, 6, 4, 3, 6, 4]",52.46,Planning,38.9,42.51,4.733333333333333,10,6,Genelarist
458,Qlkpr11,"[7, 9, 10, 8, 8, 8, 10, 10, 9, 10]",96.45,Peer Review,0.1,99.41,8.9,9,4,Leader
459,Cyzmd31,"[6, 3, 6, 7, 5, 7, 7, 4, 6, 4, 5, 8, 4, 4, 7, 7, 7, 4]",58.53,Reviewing,30.99,49.11,5.611111111111111,18,0,Balancer
460,Tpnpq88,"[8, 6, 4, 4, 3, 4, 7, 5, 5, 6, 8, 6, 8]",58.49,Flowchart Design,30.95,49.04,5.6923076923076925,6,0,Balancer
461,Joait53,"[3, 4, 4, 4, 3, 7, 7, 4, 6, 6, 6, 5, 2, 2, 7, 2]",50.39,Programming,40.57,34.68,4.5,14,6,Genelarist
462,Wurgc45,"[5, 6, 6, 5, 5]",68.5,Report Formatting,35.14,54.63,5.4,16,0,Balancer
463,Jphga14,"[5, 6, 8]",76.33,Planning,19.4,67.07,6.333333333333333,10,5,Helper
464,Hazfa94,"[1, 3, 1, 3, 4, 2, 0]",38.17,Graphic Design,52.05,4.85,2.0,7,3,Lone Wolf
465,Fiohf61,"[3, 4, 4, 6, 4, 5, 2, 5, 3, 4, 5, 5, 7, 5, 4, 3]",48.97,Graphic Design,47.59,23.92,4.3125,7,2,Task finisher
466,Pymkm27,"[5, 5, 5, 3, 6, 4]",35.63,Email Writing,41.82,13.13,4.666666666666667,5,2,Task finisher
467,Qcwxy43,"[6, 3, 5, 6, 6, 6, 6, 7, 6]",60.84,Spreadsheet Work,29.65,56.0,5.666666666666667,20,0,Balancer
468,Xhrca12,"[5, 5, 4, 2, 4, 4, 4, 3, 3, 5, 5, 3]",48.19,Research,45.75,30.74,3.9166666666666665,17,2,Task finisher
469,Pvjbo24,"[5, 2, 7, 6, 5, 4, 3, 5, 2, 6, 7, 5, 5]",56.89,Testing,38.71,38.44,4.769230769230769,22,6,Genelarist
470,Kfara10,"[10, 8, 10, 8, 8, 10, 10, 9, 10, 9, 10, 10, 8, 7]",87.46,Drawing/Illustration,13.99,94.14,9.071428571428571,4,4,Leader
471,Ayugu49,"[5, 7, 5, 5, 5, 5, 3, 4, 3, 4, 6, 6, 3, 4, 4, 5, 7, 4, 6]",52.29,Reviewing,38.41,32.65,4.7894736842105265,18,6,Genelarist
472,Qllyy26,"[9, 4, 9, 6, 7, 8, 8, 10, 5, 8, 9, 6, 9, 7, 7, 8, 6]",72.98,Drawing/Illustration,25.89,66.82,7.411764705882353,4,5,Helper
473,Cwfqd10,"[4, 5, 3, 5, 4, 6, 4, 6, 5]",43.78,Code Review,51.29,22.43,4.666666666666667,0,2,Task finisher
474,Zlqqc44,"[6, 5, 4, 4, 6, 9, 4, 5, 7, 6, 5, 6, 3, 6, 6, 8]",60.99,Graphic Design,29.93,40.72,5.625,7,0,Balancer
475,Oljys87,"[8, 5, 7, 8, 4, 5, 7, 3, 4, 4, 6, 5, 4, 3, 7, 6]",56.29,Peer Review,43.89,44.42,5.375,9,6,Genelarist
476,Vyxrk89,"[5, 5, 6, 7, 8, 7, 5, 5, 4, 4, 5, 6, 6, 7, 3, 4, 8]",61.36,Drawing/Illustration,34.8,45.95,5.588235294117647,4,0,Balancer
477,Filuk57,"[4, 5, 3, 3, 3, 4, 3, 4, 5]",37.79,Report Formatting,54.52,16.34,3.7777777777777777,16,3,Lone Wolf
478,Vqxjz61,"[5, 5, 3, 5, 5, 3, 6, 5, 5, 3, 4, 7]",47.4,Mockup Design,50.02,29.71,4.666666666666667,8,2,Task finisher
479,Jcqvk84,"[6, 6, 7, 7, 5, 10, 7, 8, 9, 6, 6, 8, 6, 5, 4, 8, 7, 8, 7, 10]",71.7,Diagram Creation,22.95,64.98,7.0,2,5,Helper
480,Ndfhg95,"[5, 5, 7, 6, 6, 5, 7, 6]",61.6,Writing,31.16,49.99,5.875,24,0,Balancer
481,Uwglm77,"[7, 6, 7, 8]",72.88,Presenting,31.91,69.81,7.0,12,5,Helper
482,Vdrxa89,"[7, 3, 5, 5, 4, 8, 6, 6, 6]",50.72,Reference Finding,38.58,38.47,5.555555555555555,15,6,Genelarist
483,Rmxis36,"[5, 5, 2, 4, 2, 4, 5, 3]",41.88,Presentation Design,46.92,17.79,3.75,11,2,Task finisher
484,Qkazu77,"[8, 8, 10, 9, 6, 6, 10, 10, 10]",85.13,Documentation,10.01,87.99,8.555555555555555,3,4,Leader
485,Nftrw60,"[10, 9, 8, 7, 10]",81.75,Presentation Design,13.14,88.91,8.8,11,1,Perfectionist
486,Lzmzz40,"[8, 7, 9, 6, 6, 6, 6, 8, 9, 7, 7, 9, 7, 8, 9]",76.93,Storyboarding,18.47,80.38,7.466666666666667,21,1,Perfectionist
487,Wgnta74,"[8, 6, 8, 8, 8, 10, 10, 8, 10, 8, 9, 10, 9, 10, 7, 10]",90.55,Diagram Creation,9.35,96.39,8.6875,2,4,Leader
488,Bimsd48,"[7, 5, 9, 4, 5, 6, 6, 6]",63.32,Script Writing,35.69,52.53,6.0,19,0,Balancer
489,Itmgw23,"[8, 7, 7, 8, 8, 7, 6, 8, 8]",89.79,Drawing/Illustration,15.86,87.98,7.444444444444445,4,1,Perfectionist
490,Cyokt30,"[7, 9, 6, 10]",80.34,Programming,12.96,86.83,8.0,14,1,Perfectionist
491,Ocpld59,"[2, 4, 3, 2, 1, 1, 4, 2, 4, 5, 2, 3, 4, 5]",41.22,Flowchart Design,65.1,9.17,3.0,6,3,Lone Wolf
492,Zhvrz95,"[7, 7, 5, 9, 6, 6, 8, 8, 8, 8, 6, 5, 6]",67.99,Script Writing,19.61,61.69,6.846153846153846,19,5,Helper
493,Israa55,"[10, 10, 9, 9, 7, 9]",87.12,Report Formatting,14.21,90.45,9.0,16,4,Leader
494,Pxjrj38,"[7, 8, 9, 9, 6, 7, 6, 8, 8, 6, 8, 8]",83.22,Code Review,23.25,80.87,7.5,0,1,Perfectionist
495,Kohwq73,"[2, 5, 3, 3, 3, 2, 4, 0, 5, 2, 0, 1]",35.84,Translation,67.74,3.26,2.5,23,3,Lone Wolf
496,Hqbes28,"[8, 9, 6, 6, 6, 5, 6, 5, 6, 4, 5, 5]",61.14,Mockup Design,26.25,54.41,5.916666666666667,8,0,Balancer
497,Kwsrd30,"[7, 8, 9, 4, 5, 10, 2, 7, 4, 8, 6]",62.73,Flowchart Design,32.41,52.72,6.363636363636363,6,0,Balancer
498,Ypytv96,"[5, 1, 3, 3, 3, 4, 5, 2, 4, 1, 5, 6, 6, 3, 3, 5, 4, 3, 3, 4]",38.36,Problem Solving,55.99,14.14,3.65,13,3,Lone Wolf
499,Msewe88,"[8, 5, 6, 7, 7, 7, 7, 9, 10, 7, 10, 9, 6, 8, 7, 8]",72.73,Testing,17.79,70.13,7.5625,22,5,Helper
500,Glyky54,"[6, 6, 7, 7, 7, 7, 6, 6, 8, 7, 5, 6, 6]",60.96,Translation,29.95,51.62,6.461538461538462,23,0,Balancer
501,Zlcqw87,"[8, 6, 6]",62.83,Documentation,35.87,47.76,6.666666666666667,3,0,Balancer
502,Wigkt97,"[8, 8, 9, 10, 9, 6, 7, 10, 8, 9, 10, 10, 7, 8, 8, 8, 9, 10, 10, 8]",82.19,Spreadsheet Work,8.81,88.53,8.6,20,4,Leader
503,Whgcz10,"[10, 9, 9, 9, 10, 6, 8, 7, 9, 7, 10, 7, 7, 7, 9, 9, 8, 7, 8]",86.56,Spreadsheet Work,16.39,83.5,8.210526315789474,20,1,Perfectionist
504,Mibhg54,"[5, 7, 8, 7, 6, 7, 4, 4, 5, 3, 6, 5, 4, 3]",47.62,Email Writing,43.72,27.5,5.285714285714286,5,6,Genelarist
505,Gbabn11,"[8, 9, 7, 10, 8, 8, 10, 10, 10, 9, 9, 10, 10, 9, 10, 10, 10, 8]",88.34,Mockup Design,7.8,99.99,9.166666666666666,8,4,Leader
506,Uznpf50,"[3, 6, 2, 2, 4, 3, 4, 1, 2, 1, 3, 3, 3, 3, 2, 0, 3]",29.94,Email Writing,52.22,2.72,2.6470588235294117,5,3,Lone Wolf
507,Btaid16,"[4, 4, 7, 5, 4, 4, 5, 5, 5, 6, 5, 3, 5]",47.65,Code Review,43.55,28.33,4.769230769230769,0,2,Task finisher
508,Nzuct70,"[8, 3, 6, 7, 5, 4, 8, 4]",50.36,Email Writing,39.53,33.22,5.625,5,6,Genelarist
509,Wqwqe71,"[7, 6, 4, 4, 5]",55.71,Script Writing,31.82,43.55,5.2,19,6,Genelarist
510,Tyagv46,"[10, 9, 5, 9, 10, 9, 7, 7, 8, 9, 8, 7, 10, 9, 9]",83.22,Reference Finding,20.14,76.49,8.4,15,1,Perfectionist
511,Ckqqp56,"[7, 5, 8, 6, 5, 6, 4, 7, 6]",58.54,Documentation,35.7,47.67,6.0,3,0,Balancer
512,Kiavm20,"[7, 8, 6, 7, 5, 10]",79.12,Mockup Design,18.07,77.1,7.166666666666667,8,1,Perfectionist
513,Zvzts46,"[2, 5, 0, 8, 3, 4, 3]",42.73,Presenting,36.36,23.56,3.5714285714285716,12,2,Task finisher
514,Dyxiv63,"[6, 9, 8, 4, 5, 9, 8, 6, 7, 7, 9, 4, 6, 8, 5, 7, 9, 8, 7]",67.81,Storyboarding,21.17,62.7,6.947368421052632,21,5,Helper
515,Dtkwo37,"[7, 9, 9, 9, 6, 5, 7, 9, 4, 10]",76.0,Documentation,17.91,72.48,7.5,3,1,Perfectionist
516,Kxptr88,"[4, 5, 5, 7, 6, 6, 6, 6, 5, 4]",50.57,Presenting,45.77,34.66,5.4,12,6,Genelarist
